name,company,year,Price,kms_driven,fuel_type
Tata Indica V2,Tata,2005,39999.0,80000.0,Diesel
Hyundai Santro Xing GL,Hyundai,2006,85000.0,60000.0,Petrol
Maruti Suzuki Wagon R 10 VXi,Maruti Suzuki,2016,395000.0,20000.0,Petrol
Maruti Suzuki Swift Select Variant,Maruti Suzuki,2008,175000.0,58000.0,Diesel
Maruti Suzuki Alto 800 Lx,Maruti Suzuki,2019,400000.0,1500.0,Petrol
Toyota Innova 25 Z Diesel 7 Seater,Toyota,2011,750000.0,75000.0,Diesel
Maruti Suzuki Alto 800,Maruti Suzuki,2016,250000.0,2450.0,Petrol
Maruti Suzuki Alto AX,Maruti Suzuki,2019,425000.0,1625.0,Petrol
Volkswagen Polo Highline12L P,Volkswagen,2017,525000.0,45000.0,Petrol
Mahindra Logan,Mahindra,2009,130000.0,65000.0,Diesel
Maruti Suzuki 800 Std BS III,Maruti Suzuki,2000,30000.0,33400.0,Petrol
Mahindra Scorpio,Mahindra,2011,475000.0,60123.0,Diesel
Chevrolet Sail 12 LS,Chevrolet,2013,300000.0,28000.0,Petrol
Hyundai Santro AE GLS Audio,Hyundai,2003,60000.0,70000.0,Petrol
Maruti Suzuki Wagon R VXi Minor,Maruti Suzuki,2006,100000.0,7000.0,Petrol
Hyundai Eon,Hyundai,2018,260000.0,25000.0,Petrol
Tata Manza,Tata,2015,100000.0,100.0,Diesel
Toyota Etios G,Toyota,2013,265000.0,42000.0,Petrol
Toyota Qualis,Toyota,2003,180000.0,100.0,Diesel
Hyundai Santro Xing,Hyundai,2004,45000.0,137.0,Petrol
Tata Indica eV2 LS,Tata,2016,50500.0,91200.0,Diesel
Honda City 15 S MT,Honda,2009,270000.0,55000.0,Petrol
Tata Zest XE 75 PS Diesel,Tata,2017,290000.0,120.0,Diesel
Mahindra Quanto C4,Mahindra,2013,325000.0,63000.0,Diesel
Tata Indigo eCS LX CR4 BS IV,Tata,2016,160000.0,104.0,Diesel
Maruti Suzuki Swift Dzire,Maruti Suzuki,2016,350000.0,146.0,Diesel
Hyundai Elite i20,Hyundai,2011,290000.0,40000.0,Petrol
Hyundai i20 Select Variant,Hyundai,2011,290000.0,40000.0,Petrol
Chevrolet Tavera Neo,Chevrolet,2007,465000.0,100.0,Diesel
Maruti Suzuki Dzire,Maruti Suzuki,2016,325000.0,150.0,Diesel
Hyundai Elite i20,Hyundai,2018,510000.0,2100.0,Petrol
Honda City VX Petrol,Honda,2016,860000.0,95000.0,Petrol
Maruti Suzuki Dzire,Maruti Suzuki,2016,450000.0,2500.0,Diesel
Hyundai Getz,Hyundai,2006,125000.0,80000.0,Petrol
Mercedes Benz C Class 200 K MT,Mercedes Benz,2006,500001.0,15000.0,Petrol
Maruti Suzuki Alto LXi BS III,Maruti Suzuki,2005,95000.0,65000.0,Petrol
Skoda Fabia,Skoda,2009,110000.0,45000.0,Petrol
Maruti Suzuki Ritz VXI ABS,Maruti Suzuki,2011,270000.0,50000.0,Petrol
Tata Indica V2 DLE BS III,Tata,2009,110000.0,30000.0,Diesel
Toyota Corolla Altis,Toyota,2009,300000.0,132.0,Petrol
Tata Zest XM Diesel,Tata,2018,260000.0,27000.0,Diesel
Mahindra Quanto C8,Mahindra,2013,390000.0,40000.0,Diesel
